age_of_customer,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,synchronisation,user_of_latest_model,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
19.0,1.39,3.19,0.91,5.48,51.51,43.37,2823.43,3.0,1.0,2024-09-18,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56.0,3.41,1.83,3.85,9.09,41.19,50.91,4673.7,4.0,1.0,2023-12-12,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
22.0,3.23,3.9,2.66,9.8,53.7,43.86,4740.46,4.0,0.0,2024-12-31,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
62.0,0.45,7.93,2.93,11.31,23.2,60.56,5878.78,3.0,2.0,2024-09-15,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
38.0,2.63,5.48,6.23,14.33,65.44,34.42,7306.55,3.0,6.0,2024-10-29,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
46.0,0.09,6.58,3.47,10.14,49.14,44.41,5213.86,3.0,4.0,2024-05-14,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
37.0,0.0,1.38,4.53,5.91,58.85,42.17,3252.8,2.0,2.0,2024-12-28,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
55.0,3.89,3.92,1.73,9.54,41.33,55.22,4950.77,1.0,8.0,2024-10-14,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42.0,6.28,9.85,2.05,18.19,58.56,44.35,9363.57,4.0,0.0,2024-03-06,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
19.0,6.69,8.66,4.46,19.8,65.75,36.72,9690.99,1.0,0.0,2024-08-13,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
43.0,2.0,1.76,0.11,3.88,47.0,49.58,1986.67,1.0,6.0,2024-04-08,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.0,0.0,5.07,5.07,53.57,41.14,2433.76,1.0,2.0,2023-12-03,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
58.0,1.14,0.0,0.15,1.29,24.6,62.18,846.38,0.0,7.0,2024-08-01,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
50.0,0.0,0.0,1.26,1.26,41.89,52.54,762.5,0.0,4.0,2024-01-27,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
18.0,0.5,1.96,1.6,4.06,48.83,45.83,2328.2,3.0,0.0,2023-12-29,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
22.0,2.2,2.0,2.72,6.91,45.37,41.31,3312.86,3.0,4.0,2024-09-11,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
30.0,2.3,6.81,2.91,12.01,61.73,40.1,6146.95,4.0,8.0,2024-06-13,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,3.56,4.75,5.5,13.81,59.08,36.0,6937.63,3.0,8.0,2024-02-02,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
29.0,1.2,2.67,4.67,8.54,65.46,38.28,4156.79,1.0,11.0,2024-12-17,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
42.0,3.04,3.98,0.97,7.99,51.34,44.0,3789.31,0.0,1.0,2023-12-05,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
52.0,2.96,7.38,0.0,10.34,38.6,50.35,5406.79,1.0,2.0,2024-04-07,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
29.0,0.0,6.72,4.12,10.85,62.8,37.66,5480.35,3.0,8.0,2024-12-16,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47.0,2.69,5.01,1.01,8.72,46.24,50.14,4552.48,0.0,9.0,2024-07-21,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
22.0,1.48,6.03,4.74,12.25,56.74,38.37,6151.21,1.0,4.0,2024-04-16,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
51.0,4.07,10.24,6.91,21.22,54.2,44.15,10442.07,4.0,9.0,2023-12-08,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
39.0,4.59,11.61,1.41,17.61,59.12,39.74,8709.65,1.0,5.0,2024-11-04,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
56.0,2.3,8.79,4.24,15.32,33.85,50.76,7590.86,3.0,0.0,2024-03-01,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30.0,4.53,7.46,4.37,16.37,71.44,35.04,8467.22,0.0,8.0,2024-07-30,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
64.0,0.0,8.03,2.75,10.78,20.26,61.05,5092.18,4.0,4.0,2024-02-03,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
37.0,2.44,8.31,4.34,15.1,62.28,39.26,7837.98,4.0,3.0,2024-05-17,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.0,2.82,5.78,0.0,8.61,49.18,48.04,4601.68,0.0,2.0,2024-12-16,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
22.0,0.89,6.38,1.81,9.08,60.89,42.5,4526.71,3.0,2.0,2024-07-24,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,1.98,3.49,0.98,6.45,56.08,44.14,3061.92,0.0,4.0,2024-08-20,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
41.0,0.0,9.05,3.55,12.6,58.37,38.67,6568.47,1.0,7.0,2024-09-20,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
37.0,4.85,4.15,3.22,12.23,60.14,43.19,5820.77,4.0,0.0,2024-09-04,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,1.73,6.02,2.38,10.12,62.81,41.44,5088.5,2.0,4.0,2024-07-22,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.0,2.0,1.61,9.16,12.77,64.15,33.13,6128.07,3.0,3.0,2023-10-24,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
30.0,1.76,3.25,1.2,6.21,51.94,42.14,2975.42,1.0,0.0,2024-08-17,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
62.0,2.21,1.98,3.4,7.6,15.62,61.0,3550.76,2.0,3.0,2024-09-11,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56.0,4.03,3.68,4.18,11.89,43.47,54.54,5997.43,2.0,5.0,2024-09-30,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42.0,4.3,12.53,5.39,22.22,60.9,38.8,11351.95,0.0,9.0,2024-02-24,1.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63.0,1.35,15.17,3.16,19.68,26.42,57.78,9954.71,0.0,3.0,2023-10-25,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
49.0,0.51,1.63,3.48,5.61,41.73,47.99,3089.18,1.0,4.0,2024-01-11,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64.0,0.54,1.55,6.18,8.26,16.91,57.4,4212.91,4.0,1.0,2024-10-04,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
61.0,5.89,0.77,1.61,8.28,28.67,61.73,4183.53,2.0,5.0,2024-11-04,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
26.0,3.49,2.87,11.42,17.78,67.19,31.23,8880.17,1.0,1.0,2024-03-17,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
40.0,3.64,9.15,7.31,20.1,74.3,33.77,10138.03,0.0,8.0,2024-04-07,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
49.0,4.87,3.77,2.27,10.91,45.51,45.11,5627.98,3.0,5.0,2024-01-11,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
32.0,2.71,2.06,4.04,8.81,64.53,39.93,4220.29,0.0,1.0,2024-12-29,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
53.0,3.41,7.0,4.94,15.36,42.98,47.89,7770.81,1.0,2.0,2023-12-23,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39.0,2.98,2.79,2.56,8.33,52.87,44.77,4214.24,0.0,3.0,2024-09-11,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
33.0,3.82,8.96,4.67,17.46,70.82,39.12,8835.94,3.0,7.0,2024-05-03,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
41.0,1.05,5.67,2.89,9.61,62.61,44.24,4560.63,0.0,3.0,2024-10-24,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35.0,2.73,12.74,9.3,24.77,75.07,33.45,12324.68,0.0,0.0,2023-10-26,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,2.7,9.11,1.69,13.5,56.37,42.7,6941.69,3.0,4.0,2023-11-26,1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
43.0,0.5,3.26,2.39,6.15,48.25,42.06,3214.93,1.0,5.0,2024-07-08,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
22.0,1.59,12.56,2.31,16.46,64.61,42.7,8470.19,2.0,4.0,2024-01-29,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
33.0,2.47,1.48,3.2,7.15,58.01,40.49,3468.95,1.0,8.0,2024-04-20,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52.0,3.03,0.0,2.29,5.33,38.33,53.21,2415.41,1.0,8.0,2024-05-12,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
43.0,0.97,3.76,2.42,7.16,52.51,43.4,3313.24,1.0,0.0,2024-05-30,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
35.0,3.07,5.34,4.18,12.58,63.51,38.19,6502.62,1.0,8.0,2024-04-02,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1
46.0,1.65,5.73,6.26,13.64,56.02,42.34,6955.81,1.0,7.0,2023-12-30,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40.0,1.98,6.58,1.24,9.8,60.53,46.3,5017.94,3.0,1.0,2024-04-17,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
31.0,0.94,4.91,0.49,6.34,64.33,40.79,3075.52,0.0,0.0,2024-03-18,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
32.0,5.87,1.49,3.51,10.86,60.74,41.57,5359.13,4.0,0.0,2024-10-14,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
-1.0,0.0,2.57,2.54,5.11,39.98,51.19,2831.74,1.0,5.0,2024-03-25,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
42.0,5.26,14.54,5.86,25.66,68.87,35.78,12568.14,4.0,8.0,2024-11-11,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38.0,3.32,3.41,1.51,8.23,52.42,42.26,4281.49,4.0,6.0,2024-07-27,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
34.0,2.54,2.36,3.09,7.99,55.74,37.91,3880.68,3.0,4.0,2024-08-11,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
40.0,2.5,3.28,8.07,13.86,63.18,33.25,6651.04,1.0,1.0,2023-11-23,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60.0,0.11,6.21,1.07,7.38,24.62,60.32,3837.99,4.0,0.0,2023-11-06,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34.0,1.56,14.44,4.47,20.47,63.02,34.33,10134.46,1.0,1.0,2023-12-29,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
31.0,1.02,4.52,2.98,8.53,53.69,38.5,4396.28,2.0,0.0,2023-12-30,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
46.0,1.23,7.88,2.69,11.8,52.37,47.15,6025.22,2.0,2.0,2024-10-31,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
47.0,2.47,8.56,3.2,14.23,56.94,45.54,7279.05,4.0,7.0,2023-11-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
36.0,2.77,7.87,6.81,17.46,64.93,33.54,8776.63,2.0,2.0,2024-09-20,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
56.0,0.99,2.8,5.48,9.28,42.21,53.15,4512.2,3.0,9.0,2023-11-21,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
30.0,1.92,11.53,5.37,18.82,66.48,38.07,9551.39,3.0,8.0,2024-02-27,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40.0,2.43,9.02,5.96,17.41,52.61,40.03,8411.53,1.0,4.0,2024-09-13,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
63.0,1.72,7.05,0.11,8.88,17.53,66.96,4680.65,0.0,3.0,2024-05-15,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
50.0,1.06,6.89,0.78,8.72,47.73,51.86,4389.05,1.0,1.0,2024-06-15,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
56.0,2.43,5.02,4.09,11.54,42.24,53.53,5990.18,1.0,1.0,2024-08-16,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
35.0,3.74,8.81,4.29,16.85,66.19,36.46,8390.46,1.0,0.0,2024-05-10,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
26.0,3.65,1.88,0.27,5.8,60.51,41.29,2907.05,0.0,7.0,2024-02-27,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
50.0,0.19,9.49,4.47,14.14,48.63,42.76,7019.16,2.0,8.0,2024-01-29,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
49.0,0.0,11.31,3.34,14.65,41.96,43.9,7295.24,1.0,6.0,2024-10-31,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
34.0,0.29,8.08,3.39,11.76,61.96,41.86,6118.61,3.0,5.0,2024-06-29,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
44.0,0.91,6.99,2.01,9.91,49.5,47.75,4730.88,4.0,6.0,2024-04-04,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,1.9,7.06,3.15,12.11,59.14,41.0,6119.0,3.0,0.0,2024-05-18,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52.0,4.06,9.88,1.52,15.46,42.18,48.49,8027.23,1.0,4.0,2023-12-06,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
54.0,3.87,0.33,2.77,6.98,27.26,52.34,3546.48,0.0,8.0,2024-03-04,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
51.0,0.85,1.12,1.71,3.68,43.13,49.69,2011.99,2.0,5.0,2024-09-22,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
37.0,2.04,1.7,2.16,5.91,55.47,45.54,3115.39,4.0,5.0,2024-09-22,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
42.0,0.31,8.19,6.62,15.12,64.71,40.31,7472.4,2.0,3.0,2024-08-09,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0,2.47,9.72,1.48,13.67,63.23,39.56,6758.39,0.0,3.0,2024-06-16,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
41.0,5.75,8.63,5.84,20.21,65.51,35.03,10149.63,0.0,8.0,2024-03-16,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,2.38,7.46,2.67,12.52,63.41,42.12,6389.06,2.0,7.0,2023-11-03,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
-1.0,1.9,9.88,5.01,16.79,66.41,37.59,8561.68,1.0,3.0,2024-01-31,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
44.0,3.71,8.96,3.61,16.28,61.82,40.37,8002.16,0.0,4.0,2024-04-30,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
33.0,2.23,10.7,5.92,18.85,65.45,37.04,9213.43,2.0,8.0,2024-08-12,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
43.0,3.26,6.05,0.36,9.68,50.14,43.6,4712.94,1.0,2.0,2023-11-08,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
47.0,1.05,7.16,5.29,13.5,51.99,42.73,6756.37,1.0,2.0,2023-10-14,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0,3.67,11.22,4.39,19.28,67.63,34.0,9543.86,0.0,0.0,2024-01-23,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,2.72,0.63,2.04,5.4,51.64,43.57,2430.24,4.0,5.0,2024-01-27,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
52.0,0.0,2.26,7.18,9.44,43.66,43.56,4727.23,0.0,1.0,2024-11-06,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33.0,0.27,0.0,2.5,2.77,53.14,41.18,1303.33,1.0,7.0,2023-12-20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57.0,3.66,7.24,2.65,13.55,35.36,52.18,6794.87,1.0,8.0,2024-11-05,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
52.0,4.11,3.4,1.74,9.25,47.49,48.45,4496.65,3.0,1.0,2024-03-07,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0
38.0,0.01,4.51,1.16,5.68,59.44,46.03,3082.6,4.0,1.0,2024-03-26,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
60.0,0.85,10.33,4.9,16.08,26.94,57.53,7851.44,2.0,6.0,2023-12-11,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34.0,4.57,8.27,1.54,14.38,66.13,39.18,7444.33,4.0,0.0,2024-06-21,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
58.0,3.3,2.36,2.55,8.21,29.83,56.35,4330.78,1.0,1.0,2024-05-18,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
41.0,2.65,2.99,2.04,7.68,51.61,44.85,3837.68,0.0,2.0,2023-12-16,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
44.0,1.71,4.53,4.88,11.12,51.99,42.14,5535.18,1.0,4.0,2024-04-22,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
19.0,2.01,4.64,1.62,8.27,52.03,41.63,4057.72,4.0,1.0,2024-02-05,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
26.0,0.13,1.66,2.27,4.06,51.54,42.03,2132.61,0.0,7.0,2024-06-23,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
55.0,0.75,5.47,3.25,9.48,40.63,49.72,4489.71,0.0,5.0,2024-12-10,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
20.0,1.58,8.44,0.4,10.41,51.58,45.75,5103.55,1.0,1.0,2024-09-17,1.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
37.0,5.11,3.94,2.12,11.17,64.76,43.54,5550.24,3.0,8.0,2024-11-26,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
23.0,2.1,4.17,4.19,10.46,58.22,40.66,5200.87,2.0,1.0,2024-04-09,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
56.0,0.0,9.52,4.28,13.8,35.4,48.56,7065.39,1.0,8.0,2023-11-16,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
